Country,Year,GDP_USD_MILLION,GDP_USD,Exports_USD,Imports_USD,Trade_Openness_pct_GDP,Openness_Lag1
EL,2022,623562.6,207854200000.0,0.0,0.0,0.0,0.0
EL,2023,675590.4,225196800000.0,0.0,0.0,0.0,0.0
EL,2024,712720.2,237573400000.0,0.0,0.0,0.0,0.0
EL,2025,351458.1,117152700000.0,0.0,0.0,0.0,0.0
ES,2020,3387642.0,1129214000000.0,712689940.0,15297276912.0,1.4177974105882498,
ES,2021,3706422.0,1235474000000.0,1340403930.0,18565896812.0,1.6112278155590485,1.4177974105882498
ES,2022,4127589.0,1375863000000.0,2446956780.0000005,22981818698.0,1.8482054883371382,1.6112278155590485
ES,2023,4493283.0,1497761000000.0,3115488220.0,23113772706.0,1.7512313998027722,1.8482054883371382
ES,2024,4782990.0,1594330000000.0,5363651520.0,21250508208.0,1.6693005668838947,1.7512313998027722
ES,2025,2458896.0,819632000000.0,2546602190.0,9516509004.0,1.4717716236066918,1.6693005668838947
EU27_2020,2020,40736448.9,13578816300000.0,0.0,0.0,0.0,
EU27_2020,2021,44376866.699999996,14792288899999.998,0.0,0.0,0.0,0.0
EU27_2020,2022,48509328.599999994,16169776199999.998,0.0,0.0,0.0,0.0
EU27_2020,2023,51771948.300000004,17257316100000.002,0.0,0.0,0.0,0.0
EU27_2020,2024,54046302.9,18015434300000.0,0.0,0.0,0.0,0.0
EU27_2020,2025,27413481.299999997,9137827099999.998,0.0,0.0,0.0,0.0
FI,2020,709161.0,236387000000.0,155876190.0,4926081431.0,2.149846489443159,
FI,2021,746292.0,248764000000.0,177945300.0,6763922849.0,2.7905437076908237,2.149846489443159
FI,2022,798405.0,266135000000.0,219466700.0,8706827501.0,3.3540474574933774,2.7905437076908237
FI,2023,818544.0,272848000000.0,231273389.99999997,7369613399.0,2.7857586601331144,3.3540474574933774
FI,2024,827889.0,275963000000.0,185174270.0,8123674776.0,3.0108561821693485,2.7857586601331144
FI,2025,410769.0,136923000000.0,66569910.0,3303069454.0,2.460973951783119,3.0108561821693485
FR,2020,6954828.9,2318276300000.0,4323858110.0,42970381349.0,2.0400605164707932,
FR,2021,7524307.2,2508102400000.0,4509040680.0,50142206493.0,2.1789878743786537,2.0400605164707932
FR,2022,7961991.600000001,2653997200000.0005,5950911820.0,57229375976.0,2.380571004219597,2.1789878743786537
FR,2023,8479624.5,2826541500000.0,6850044840.0,57612531682.0,2.28061666605638,2.380571004219597
FR,2024,8759699.7,2919899899999.9995,6968394000.0,59783329349.0,2.2860962921708383,2.28061666605638
FR,2025,4410907.5,1470302500000.0,3293957870.0,29181447977.0,2.2087567590342805,2.2860962921708383
HR,2020,152155.2,50718400000.0,12335670.0,601039945.0,1.209374930991514,
HR,2021,175231.5,58410500000.0,29450870.0,817597267.0,1.450164160553325,1.209374930991514
HR,2022,202855.19999999998,67618399999.99999,17292220.0,860363899.0,1.2979545789311786,1.450164160553325
HR,2023,237558.6,79186200000.0,17448890.0,900403571.0,1.1591065880165987,1.2979545789311786
HR,2024,257715.9,85905300000.0,54698659.99999999,1000109643.0,1.227873371026002,1.1591065880165987
HR,2025,127878.0,42626000000.0,7601490.0,431428274.00000006,1.029957687796181,1.227873371026002
HU,2020,416428.5,138809500000.0,800803330.0,5277495343.0,4.37887801123122,
HU,2021,464851.80000000005,154950600000.00003,1309407030.0,7052508732.0,5.396504280719144,4.37887801123122
HU,2022,504289.5,168096500000.0,1098581260.0,7696948256.0,5.232428703750524,5.396504280719144
HU,2023,592206.3,197402100000.0,1073855850.0,10819868972.0,6.025125782349834,5.232428703750524
HU,2024,617300.4,205766800000.0,1305601570.0,12694204236.0,6.803724316070426,6.025125782349834
HU,2025,294943.8,98314600000.0,584268130.0,5448754112.0,6.1364459012191475,6.803724316070426
IE,2020,1145186.1,381728700000.0,1129774750.0,66052626616.0,17.599515406098625,
IE,2021,1345335.6,448445200000.0,1292473960.0,73876930186.0,16.7622273905485,17.599515406098625
IE,2022,1562154.9000000001,520718300000.00006,2435803460.0,82637924988.0,16.33776428598726,16.7622273905485
IE,2023,1574186.1,524728700000.0,1904501300.0,82424247084.0,16.07092358089047,16.33776428598726
IE,2024,1688382.5999999999,562794199999.9999,2021808860.0,103281107261.0,18.710732292727965,16.07092358089047
IE,2025,980528.4,326842800000.0,775523210.0,83909771017.0,25.910099358774307,18.710732292727965
IT,2020,5010036.9,1670012300000.0,2435596260.0,49448298403.0,3.1067971573023745,
IT,2021,5527522.8,1842507600000.0,3157480550.0000005,60982462752.0,3.481122319495453,3.1067971573023745
IT,2022,5994218.1,1998072700000.0,3342721160.0,69018603490.0,3.6215561450792055,3.481122319495453
IT,2023,6427804.8,2142601600000.0,3400399210.0,72849920157.0,3.5587726326256828,3.6215561450792055
IT,2024,6598856.699999999,2199618899999.9995,3198927430.0,76344273682.0,3.6162264795960795,3.5587726326256828
IT,2025,3267936.9,1089312300000.0,1721486820.0,32487468887.0,3.1404176476296097,3.6162264795960795
LT,2020,150793.8,50264600000.0,69918740.0,1340527649.0,2.8060431973993625,
LT,2021,170127.3,56709100000.0,87731790.0,2061765948.0,3.790392966913599,2.8060431973993625
LT,2022,201243.3,67081100000.0,211738940.0,2583691962.0,4.1672407011811075,3.790392966913599
LT,2023,222951.0,74317000000.0,192912900.0,2096068178.0,3.0800235181721543,4.1672407011811075
LT,2024,236988.90000000002,78996300000.00002,131828040.00000001,2029345424.0,2.7357907446298113,3.0800235181721543
LT,2025,118585.2,39528400000.0,63843229.99999999,921166925.0,2.4919049468230434,2.7357907446298113
LU,2020,193497.6,64499200000.0,158223350.0,493164692.0,1.0099164671809884,
LU,2021,219118.5,73039500000.0,275091560.0,592311706.0,1.1875810568254164,1.0099164671809884
LU,2022,230193.59999999998,76731199999.99998,363060339.99999994,734450598.0,1.4303320396396775,1.1875810568254164
LU,2023,246346.5,82115500000.0,145267100.0,689793346.0,1.0169340088046714,1.4303320396396775
LU,2024,258540.9,86180300000.0,116648310.0,698269412.0,0.945596292888282,1.0169340088046714
LU,2025,130562.09999999999,43520699999.99999,161032630.0,479481364.0,1.4717456153049011,0.945596292888282
LV,2020,87673.2,29224400000.0,68610890.0,519779284.0,2.013352452060607,
LV,2021,96851.4,32283800000.0,101132450.0,685840914.0,2.437672653157311,2.013352452060607
LV,2022,108266.09999999999,36088699999.99999,73177770.0,747912407.0,2.275200206712905,2.437672653157311
LV,2023,118692.6,39564200000.0,475910320.0,619523926.0,2.7687511588759537,2.275200206712905
LV,2024,121078.5,40359500000.0,156367560.00000003,630806662.0,1.9504062785713399,2.7687511588759537
LV,2025,58968.3,19656100000.0,15760090.0,265932635.0,1.433105880617213,1.9504062785713399
MT,2020,43087.5,14362500000.0,5304340.0,171516393.0,1.2311278189730201,
MT,2021,50069.7,16689900000.0,7440330.0,249187565.0,1.5376239222523802,1.2311278189730201
MT,2022,53924.4,17974800000.0,105702580.0,258714372.0,2.0273769499521554,1.5376239222523802
MT,2023,62733.6,20911200000.0,183574230.0,225400540.0,1.9557690137342667,2.0273769499521554
MT,2024,69213.3,23071100000.0,218972810.0,220284545.0,1.9039289630750158,1.9557690137342667
MT,2025,35613.9,11871300000.0,14870940.0,155625190.0,1.4362043752579752,1.9039289630750158
NL,2020,2449389.0,816463000000.0,7278926510.0,27381047922.0,4.245137187110744,
NL,2021,2674650.0,891550000000.0,8271510680.0,35153153126.0,4.870693040883854,4.245137187110744
NL,2022,2981460.0,993820000000.0,9179204070.0,34510472250.0,4.396135750940814,4.870693040883854
NL,2023,3150399.0,1050133000000.0,10389538880.0,38509659999.0,4.656476739517757,4.396135750940814
NL,2024,3367377.0,1122459000000.0,12547939180.0,34055215586.999996,4.151880359728062,4.656476739517757
NL,2025,1751436.0,583812000000.0,5834573840.0,16805562238.000002,3.8779840219111636,4.151880359728062
PL,2020,1595131.8,531710600000.0,1070572710.0,8600974396.0,1.8189494634863401,
PL,2021,1748298.3,582766100000.0,968147270.0,9743972801.0,1.8381508586377966,1.8189494634863401
PL,2022,1983977.7000000002,661325900000.0001,1541990240.0,11848755185.0,2.0248330550791973,1.8381508586377966
PL,2023,2260477.2,753492400000.0,1617246570.0,13143999403.0,1.9590437770838829,2.0248330550791973
PL,2024,2545634.1,848544700000.0,1822429900.0,13695579783.0,1.8287792832834855,1.9590437770838829
PL,2025,1291263.0,430421000000.0,988547090.0,6125044769.0,1.6527055740774728,1.8287792832834855
PT,2020,603098.1,201032700000.0,181028450.0,3775894714.0,1.9682982738629091,
PT,2021,649481.4,216493800000.0,162438900.0,4941609498.0,2.3575956438475374,1.9682982738629091
PT,2022,731871.6,243957200000.0,262319930.0,6145785734.0,2.6267335680193082,2.3575956438475374
PT,2023,811058.1,270352700000.0,122519050.0,6493643145.0,2.447233630365075,2.6267335680193082
PT,2024,868284.0,289428000000.0,170002460.0,6783865073.0,2.4026243255662894,2.447233630365075
PT,2025,439832.7,146610900000.0,103674160.0,2964115275.0,2.092470229021171,2.4026243255662894
RO,2020,659013.0,219671000000.0,101179590.0,2126261038.0000002,1.0139893877662505,
RO,2021,722450.7,240816900000.0,146101360.0,2909292517.0,1.2687622326340053,1.0139893877662505
RO,2022,842637.8999999999,280879299999.99994,189620520.0,3773358407.0,1.4109188277669449,1.2687622326340053
RO,2023,964195.5,321398500000.0,211148620.0,3987296243.0,1.3063050583621267,1.4109188277669449
RO,2024,1060875.0,353625000000.0,173643490.0,3910346331.0,1.1548928443973137,1.3063050583621267
RO,2025,492450.3,164150100000.0,68345930.0,1519591769.0,0.9673693156446447,1.1548928443973137
SE,2020,1434903.9,478301300000.0,389851920.0,12279049934.0,2.648728291978299,
SE,2021,1602013.5,534004500000.0,517825010.0,14825178580.0,2.873197433729491,2.648728291978299
SE,2022,1640996.7,546998900000.0,614441190.0,17079940158.0,3.2348111391083236,2.873197433729491
SE,2023,1605842.7,535280900000.0,839607910.0,18362444998.0,3.5872852754507023,3.2348111391083236
SE,2024,1673899.8,557966600000.0,886182110.0,17984515767.0,3.382047935664966,3.5872852754507023
SE,2025,867367.5,289122500000.0,343508040.0,7292101444.0,2.640959968179578,3.382047935664966
SI,2020,140216.1,46738700000.0,76557409.99999999,1191605534.0,2.713303844565638,
SI,2021,156097.2,52032400000.0,24640260.0,1565182033.0,3.0554467850800653,2.713303844565638
SI,2022,170644.80000000002,56881600000.00001,50429780.0,2994701337.0000005,5.353455453081489,3.0554467850800653
SI,2023,192150.0,64050000000.0,44886060.0,3904771789.0,6.166522793130367,5.353455453081489
SI,2024,202254.0,67418000000.0,21240930.0,6291803638.0,9.364034186715713,6.166522793130367
SI,2025,101863.5,33954500000.0,14059779.999999998,1884016189.0,5.59005719124122,9.364034186715713
SK,2020,282961.8,94320600000.0,32319020.0,4997556717.0,5.332743575634591,
SK,2021,305674.8,101891600000.0,38299460.0,4878253161.0,4.8252776686203775,5.332743575634591
SK,2022,329879.1,109959700000.0,60670299.99999999,6561242085.0,6.022126638213819,4.8252776686203775
SK,2023,370616.1,123538700000.0,50978710.0,8327932459.0,6.782418115942615,6.022126638213819
SK,2024,390622.5,130207500000.0,46167370.0,8181376310.0,6.318793986521514,6.782418115942615
SK,2025,195464.4,65154800000.0,19237890.0,3038355281.0,4.692813378292927,6.318793986521514
