Country,Time,CZK-USD Spot Exchange Rate
CZ,1996-03,0.03667917242241132
CZ,1996-04,0.03636892660785323
CZ,1996-05,0.03609632678565778
CZ,1996-06,0.03595311696850679
CZ,1996-07,0.03683099691219672
CZ,1996-08,0.037706744365412694
CZ,1996-09,0.0376769470908014
CZ,1996-10,0.0369139904023625
CZ,1996-11,0.03727171077152441
CZ,1996-12,0.03657577586364551
CZ,1997-01,0.03634261171223258
CZ,1997-02,0.035486160397444996
CZ,1997-03,0.03420084036350609
CZ,1997-04,0.03342192796778762
CZ,1997-05,0.03222999323170143
CZ,1997-06,0.030892347524199
CZ,1997-07,0.02978387268041909
CZ,1997-08,0.029215846675236648
CZ,1997-09,0.02976612331679659
CZ,1997-10,0.03035061558965969
CZ,1997-11,0.030186041338989247
CZ,1997-12,0.028795208477309375
CZ,1998-01,0.0282820664763239
CZ,1998-02,0.028982146997449575
CZ,1998-03,0.029415303980425443
CZ,1998-04,0.029580547831745845
CZ,1998-05,0.030744635061181826
CZ,1998-06,0.0300542342317728
CZ,1998-07,0.03126146820165008
CZ,1998-08,0.031175309155149093
CZ,1998-09,0.032526094798781706
CZ,1998-10,0.03419706837859266
CZ,1998-11,0.03358280560353095
CZ,1998-12,0.033248197796551235
CZ,1999-01,0.032496019237643385
CZ,1999-02,0.029707860328494668
CZ,1999-03,0.02874425114977005
CZ,1999-04,0.028209142583111187
CZ,1999-05,0.028208744710860365
CZ,1999-06,0.027954256670902136
CZ,1999-07,0.028336639274582034
CZ,1999-08,0.02914061672141573
CZ,1999-09,0.028900974751057507
CZ,1999-10,0.02923691647987528
CZ,1999-11,0.02847110183164091
CZ,1999-12,0.028065861220998602
CZ,2000-01,0.028181715702851988
CZ,2000-02,0.027557608524486944
CZ,2000-03,0.02709484373343388
CZ,2000-04,0.026086162595051456
CZ,2000-05,0.024762335411216238
CZ,2000-06,0.026339419335528278
CZ,2000-07,0.026396931922312555
CZ,2000-08,0.025630167821881503
CZ,2000-09,0.024555544641980155
CZ,2000-10,0.024232277393488138
CZ,2000-11,0.024669208342677752
CZ,2000-12,0.025741019601786427
CZ,2001-01,0.02670842893736876
CZ,2001-02,0.026586905948820207
CZ,2001-03,0.026342257770966028
CZ,2001-04,0.0258287810106802
CZ,2001-05,0.025477142572305232
CZ,2001-06,0.025125658202510403
CZ,2001-07,0.025398291387670267
CZ,2001-08,0.026456243673506963
CZ,2001-09,0.02671760823971038
CZ,2001-10,0.02699150354410178
CZ,2001-11,0.02669125497427937
CZ,2001-12,0.027439442674431005
CZ,2002-01,0.02762465626137944
CZ,2002-02,0.027374760470845878
CZ,2002-03,0.027924046593266295
CZ,2002-04,0.02912981303956359
CZ,2002-05,0.030000652188091025
CZ,2002-06,0.03142776328608693
CZ,2002-07,0.0334511395203397
CZ,2002-08,0.03176620076238882
CZ,2002-09,0.03244245326741853
CZ,2002-10,0.03202004733398301
CZ,2002-11,0.03258087037468005
CZ,2002-12,0.0326258671612061
CZ,2003-01,0.03372681281618887
CZ,2003-02,0.03405820547315362
CZ,2003-03,0.03399268347955588
CZ,2003-04,0.034302642862711494
CZ,2003-05,0.03683302918180443
CZ,2003-06,0.03705598983607133
CZ,2003-07,0.03572205137762862
CZ,2003-08,0.034577007936246566
CZ,2003-09,0.03466696081057656
CZ,2003-10,0.036592156550791524
CZ,2003-11,0.03657109420713867
CZ,2003-12,0.03795272175233142
CZ,2004-01,0.03862566215420837
CZ,2004-02,0.03846819641861091
CZ,2004-03,0.03724696356275306
CZ,2004-04,0.036930101389914746
CZ,2004-05,0.03750066965481523
CZ,2004-06,0.038405809751584204
CZ,2004-07,0.03882398616454315
CZ,2004-08,0.038521475722715345
CZ,2004-09,0.038658888029802524
CZ,2004-10,0.03966530041743004
CZ,2004-11,0.04141878153475406
CZ,2004-12,0.04370380223079406
CZ,2005-01,0.04335349614979661
CZ,2005-02,0.04337265787647467
CZ,2005-03,0.04426652296085299
CZ,2005-04,0.04296499375984616
CZ,2005-05,0.042016004277993235
CZ,2005-06,0.0404813601737018
CZ,2005-07,0.03990726312188825
CZ,2005-08,0.041565764267900415
CZ,2005-09,0.04181555538660374
CZ,2005-10,0.04050925925925923
CZ,2005-11,0.0403166691101011
CZ,2005-12,0.04091021509475368
CZ,2006-01,0.04221724996833707
CZ,2006-02,0.04199325168445431
CZ,2006-03,0.041990035581990985
CZ,2006-04,0.0430406497416485
CZ,2006-05,0.04517998330304967
CZ,2006-06,0.044608730739673516
CZ,2006-07,0.04460559099221948
CZ,2006-08,0.04541613022976608
CZ,2006-09,0.04485320187785402
CZ,2006-10,0.044630902436847274
CZ,2006-11,0.04600768328310828
CZ,2006-12,0.04751475219925433
CZ,2007-01,0.0466903637179334
CZ,2007-02,0.04632449847939834
CZ,2007-03,0.04723766989457401
CZ,2007-04,0.048251348165644636
CZ,2007-05,0.047831367394812474
CZ,2007-06,0.047023101778144914
CZ,2007-07,0.04840239107811918
CZ,2007-08,0.04890630614922382
CZ,2007-09,0.05041834622782538
CZ,2007-10,0.052053628816888985
CZ,2007-11,0.05502696321197383
CZ,2007-12,0.05533896499533769
CZ,2008-01,0.05644033275257056
CZ,2008-02,0.058061733446876346
CZ,2008-03,0.06160634134606936
CZ,2008-04,0.06283918880319894
CZ,2008-05,0.06196502356079177
CZ,2008-06,0.06400214559573804
CZ,2008-07,0.06696422072571727
CZ,2008-08,0.06155595876336992
CZ,2008-09,0.05869734581274464
CZ,2008-10,0.05351176793574855
CZ,2008-11,0.050568516547282824
CZ,2008-12,0.05152700272577845
CZ,2009-01,0.048358237825813624
CZ,2009-02,0.045092371723475536
CZ,2009-03,0.04801092903329997
CZ,2009-04,0.0495033909822822
CZ,2009-05,0.05117146094520988
CZ,2009-06,0.05292252623273389
CZ,2009-07,0.054651820380852034
CZ,2009-08,0.05570705516590098
CZ,2009-09,0.05753183210119332
CZ,2009-10,0.05729912749055876
CZ,2009-11,0.05779869540087515
CZ,2009-12,0.05587053582273019
CZ,2010-01,0.05471414464856591
CZ,2010-02,0.05273844368852675
CZ,2010-03,0.05319924040736745
CZ,2010-04,0.052920616669513074
CZ,2010-05,0.049033342673017684
CZ,2010-06,0.04741982277918953
CZ,2010-07,0.05058296871443385
CZ,2010-08,0.052070266457754394
CZ,2010-09,0.05315088085505281
CZ,2010-10,0.056639803217140725
CZ,2010-11,0.05536443640262014
CZ,2010-12,0.05253888448526751
CZ,2011-01,0.05474481097398848
CZ,2011-02,0.05630535520233329
CZ,2011-03,0.05749338826035002
CZ,2011-04,0.05962284293071839
CZ,2011-05,0.05874687573433601
CZ,2011-06,0.05940086131248913
CZ,2011-07,0.05876098270748237
CZ,2011-08,0.059109553131778264
CZ,2011-09,0.05605009859721895
CZ,2011-10,0.05527785016543861
CZ,2011-11,0.0532901844324838
CZ,2011-12,0.051586640935875554
CZ,2012-01,0.05057901476677315
CZ,2012-02,0.052961693563641124
CZ,2012-03,0.05359565972602865
CZ,2012-04,0.0531477380575767
CZ,2012-05,0.0505662318703569
CZ,2012-06,0.04898016303397117
CZ,2012-07,0.048317560578141544
CZ,2012-08,0.049681391078950254
CZ,2012-09,0.052046737970697685
CZ,2012-10,0.05207437125856959
CZ,2012-11,0.05065086359722434
CZ,2012-12,0.05220192699684787
CZ,2013-01,0.05210350928461883
CZ,2013-02,0.05246231893942176
CZ,2013-03,0.05054565235181709
CZ,2013-04,0.05048117740462508
CZ,2013-05,0.050177772680353144
CZ,2013-06,0.051197509753125606
CZ,2013-07,0.05040819681113356
CZ,2013-08,0.05155086078221397
CZ,2013-09,0.0517577932448686
CZ,2013-10,0.053132139631262953
CZ,2013-11,0.05011347121696982
CZ,2013-12,0.04979031487847761
CZ,2014-01,0.04954686163715746
CZ,2014-02,0.04976709001871243
CZ,2014-03,0.05045893603729165
CZ,2014-04,0.05031803283937801
CZ,2014-05,0.05005619946030305
CZ,2014-06,0.04951568939986996
CZ,2014-07,0.04930850185764413
CZ,2014-08,0.04787230404840109
CZ,2014-09,0.04674376555026967
CZ,2014-10,0.04592899377562285
CZ,2014-11,0.0450755014649538
CZ,2014-12,0.04458003667192583
CZ,2015-01,0.04173693965787094
CZ,2015-02,0.041112504368203594
CZ,2015-03,0.039574324178472994
CZ,2015-04,0.03931456837071499
CZ,2015-05,0.04071353376024388
CZ,2015-06,0.0410580280575634
CZ,2015-07,0.04059917318901205
CZ,2015-08,0.041190604619232005
CZ,2015-09,0.041424864710157765
CZ,2015-10,0.041440783004758126
CZ,2015-11,0.03970955298388933
CZ,2015-12,0.040244546863900006
CZ,2016-01,0.04018454272860695
CZ,2016-02,0.04102075259407419
CZ,2016-03,0.04104269868235091
CZ,2016-04,0.0419533478771606
CZ,2016-05,0.04185039624716077
CZ,2016-06,0.04149369767314653
CZ,2016-07,0.04094341425181757
CZ,2016-08,0.04148651598042566
CZ,2016-09,0.04149228903528548
CZ,2016-10,0.04080569880730764
CZ,2016-11,0.03993262277466386
CZ,2016-12,0.038984903981953596
CZ,2017-01,0.03928164582953911
CZ,2017-02,0.03938628293924075
CZ,2017-03,0.039538261863627425
CZ,2017-04,0.03995125946345458
CZ,2017-05,0.04156020628318034
CZ,2017-06,0.04275522439690849
CZ,2017-07,0.04413164680392308
CZ,2017-08,0.04523213920485829
CZ,2017-09,0.04569270135250403
CZ,2017-10,0.04562299232911603
CZ,2017-11,0.0459547304128405
CZ,2017-12,0.04613883835587542
CZ,2018-01,0.0478779653113733
CZ,2018-02,0.048767166042446936
CZ,2018-03,0.048505266128552146
CZ,2018-04,0.048395460044938735
CZ,2018-05,0.04612342628874875
CZ,2018-06,0.04530196998852359
CZ,2018-07,0.04516229687230573
CZ,2018-08,0.04496191920929572
CZ,2018-09,0.045540762397903306
CZ,2018-10,0.04447460983198263
CZ,2018-11,0.04382932859445325
CZ,2018-12,0.04407440599244011
CZ,2019-01,0.04450335226338254
CZ,2019-02,0.044122059264750005
CZ,2019-03,0.04402229624489815
CZ,2019-04,0.04377090309321009
CZ,2019-05,0.043414575216695325
CZ,2019-06,0.04411495474908517
CZ,2019-07,0.04391575811964178
CZ,2019-08,0.04312076754966242
CZ,2019-09,0.04254086455191306
CZ,2019-10,0.04301678589797537
CZ,2019-11,0.04328638478298059
CZ,2019-12,0.04355762872269236
CZ,2020-01,0.0440279022044579
CZ,2020-02,0.04353011848898253
CZ,2020-03,0.041592383300280054
CZ,2020-04,0.03988881898272635
CZ,2020-05,0.039980200281765146
CZ,2020-06,0.04218260466079441
CZ,2020-07,0.04320587599913588
CZ,2020-08,0.04520309103041512
CZ,2020-09,0.044091887493536513
CZ,2020-10,0.04329302490332863
CZ,2020-11,0.04472862504206624
CZ,2020-12,0.046232270929147945
CZ,2021-01,0.04656639369890167
CZ,2021-02,0.04675497122231521
CZ,2021-03,0.045450323784154374
CZ,2021-04,0.046094439124959946
CZ,2021-05,0.047520343232650655
CZ,2021-06,0.04732271727042567
CZ,2021-07,0.04610071749480312
CZ,2021-08,0.046222565856651306
CZ,2021-09,0.04636068613815485
CZ,2021-10,0.04550990598953704
CZ,2021-11,0.04495410594456748
CZ,2021-12,0.0447670265546323
CZ,2022-01,0.046235749481499125
CZ,2022-02,0.046404465965804546
CZ,2022-03,0.04405471979282784
CZ,2022-04,0.0442878202167573
CZ,2022-05,0.0427364540010062
CZ,2022-06,0.04273520876149479
CZ,2022-07,0.04147541890173085
CZ,2022-08,0.041218416388442355
CZ,2022-09,0.04030093809592719
CZ,2022-10,0.040063261798153664
CZ,2022-11,0.04186042971633849
CZ,2022-12,0.04363616168387986
CZ,2023-01,0.044940790508505045
CZ,2023-02,0.04518865132210697
CZ,2023-03,0.04520138198312229
CZ,2023-04,0.046777935783249756
CZ,2023-05,0.04607731773916641
CZ,2023-06,0.04574527368149649
CZ,2023-07,0.04629884804056666
CZ,2023-08,0.04524005751388179
CZ,2023-09,0.043798817431929274
CZ,2023-10,0.042963043970722606
CZ,2023-11,0.044120625790912284
CZ,2023-12,0.04455798479087446
CZ,2024-01,0.04414680540280124
CZ,2024-02,0.042782666093514735
CZ,2024-03,0.04297668821640599
CZ,2024-04,0.04245088239947818
CZ,2024-05,0.04353422168382798
CZ,2024-06,0.04341757065666905
CZ,2024-07,0.04285855372878736
CZ,2024-08,0.043730271684251615
CZ,2024-09,0.04425095771715622
CZ,2024-10,0.04310886112011823
CZ,2024-11,0.04201134306262698
CZ,2024-12,0.04164718398779354
CZ,2025-01,0.04115218974380073
CZ,2025-02,0.04152479029980899
CZ,2025-03,0.043219925620566084
CZ,2025-04,0.04482221878132469
CZ,2025-05,0.04528304993691244
CZ,2025-06,0.04642638433529576
CZ,2025-07,0.04742092046068389
CZ,2025-08,0.04743950897849181
CZ,2025-09,0.04818622662420434
