Country,Time,USD-PLN Spot Exchange Rate
PL,1968-11,0.0004
PL,1968-12,0.0004
PL,1969-01,0.0004
PL,1969-02,0.0004
PL,1969-03,0.0004
PL,1969-04,0.0004
PL,1969-05,0.0004
PL,1969-06,0.0004
PL,1969-07,0.0004
PL,1969-08,0.0004
PL,1969-09,0.0004
PL,1969-10,0.0004
PL,1969-11,0.0004
PL,1969-12,0.0004
PL,1970-01,0.0004
PL,1970-02,0.0004
PL,1970-03,0.0004
PL,1970-04,0.0004
PL,1970-05,0.0004
PL,1970-06,0.0004
PL,1970-07,0.0004
PL,1970-08,0.0004
PL,1970-09,0.0004
PL,1970-10,0.0004
PL,1970-11,0.0004
PL,1970-12,0.0004
PL,1971-01,0.0004
PL,1971-02,0.0004
PL,1971-03,0.0004
PL,1971-04,0.0004
PL,1971-05,0.0004
PL,1971-06,0.0004
PL,1971-07,0.0004
PL,1971-08,0.0004
PL,1971-09,0.000368
PL,1971-10,0.000368
PL,1971-11,0.000368
PL,1971-12,0.000368
PL,1972-01,0.000368
PL,1972-02,0.000368
PL,1972-03,0.000368
PL,1972-04,0.000368
PL,1972-05,0.000368
PL,1972-06,0.000368
PL,1972-07,0.000368
PL,1972-08,0.000368
PL,1972-09,0.000368
PL,1972-10,0.000368
PL,1972-11,0.000368
PL,1972-12,0.000368
PL,1973-01,0.000368
PL,1973-02,0.000332
PL,1973-03,0.000332
PL,1973-04,0.000332
PL,1973-05,0.000332
PL,1973-06,0.000332
PL,1973-07,0.000332
PL,1973-08,0.000332
PL,1973-09,0.000332
PL,1973-10,0.000332
PL,1973-11,0.000332
PL,1973-12,0.000332
PL,1974-01,0.000332
PL,1974-02,0.000332
PL,1974-03,0.000332
PL,1974-04,0.000332
PL,1974-05,0.000332
PL,1974-06,0.000332
PL,1974-07,0.000332
PL,1974-08,0.000332
PL,1974-09,0.000332
PL,1974-10,0.000332
PL,1974-11,0.000332
PL,1974-12,0.000332
PL,1975-01,0.000332
PL,1975-02,0.000332
PL,1975-03,0.000332
PL,1975-04,0.000332
PL,1975-05,0.000332
PL,1975-06,0.000332
PL,1975-07,0.000332
PL,1975-08,0.000332
PL,1975-09,0.000332
PL,1975-10,0.000332
PL,1975-11,0.000332
PL,1975-12,0.000332
PL,1976-01,0.000332
PL,1976-02,0.000332
PL,1976-03,0.000332
PL,1976-04,0.000332
PL,1976-05,0.000332
PL,1976-06,0.000332
PL,1976-07,0.000332
PL,1976-08,0.000332
PL,1976-09,0.000332
PL,1976-10,0.000332
PL,1976-11,0.000332
PL,1976-12,0.000332
PL,1977-01,0.000332
PL,1977-02,0.000332
PL,1977-03,0.000332
PL,1977-04,0.000332
PL,1977-05,0.000332
PL,1977-06,0.000332
PL,1977-07,0.000332
PL,1977-08,0.000332
PL,1977-09,0.000332
PL,1977-10,0.000332
PL,1977-11,0.000332
PL,1977-12,0.000332
PL,1978-01,0.000332
PL,1978-02,0.000332
PL,1978-03,0.000332
PL,1978-04,0.000332
PL,1978-05,0.000332
PL,1978-06,0.000332
PL,1978-07,0.000332
PL,1978-08,0.000332
PL,1978-09,0.000332
PL,1978-10,0.000332
PL,1978-11,0.000332
PL,1978-12,0.0033200000000000005
PL,1979-01,0.0033200000000000005
PL,1979-02,0.0033200000000000005
PL,1979-03,0.0033200000000000005
PL,1979-04,0.0033200000000000005
PL,1979-05,0.0033200000000000005
PL,1979-06,0.0033200000000000005
PL,1979-07,0.0033200000000000005
PL,1979-08,0.0033200000000000005
PL,1979-09,0.0033200000000000005
PL,1979-10,0.0033200000000000005
PL,1979-11,0.0033200000000000005
PL,1979-12,0.0033200000000000005
PL,1980-01,0.004343
PL,1980-02,0.004372
PL,1980-03,0.004448
PL,1980-04,0.004529
PL,1980-05,0.004431
PL,1980-06,0.004384000000000001
PL,1980-07,0.0043490000000000004
PL,1980-08,0.004381
PL,1980-09,0.004378
PL,1980-10,0.0044020000000000005
PL,1980-11,0.004482
PL,1980-12,0.004561
PL,1981-01,0.004567
PL,1981-02,0.004677000000000001
PL,1981-03,0.004693
PL,1981-04,0.004699
PL,1981-05,0.004792
PL,1981-06,0.004942
PL,1981-07,0.0053
PL,1981-08,0.005534000000000001
PL,1981-09,0.005572
PL,1981-10,0.005503
PL,1981-11,0.005520000000000001
PL,1981-12,0.005584
PL,1982-01,0.008058
PL,1982-02,0.008185
PL,1982-03,0.008282
PL,1982-04,0.008447
PL,1982-05,0.008327
PL,1982-06,0.008451
PL,1982-07,0.008624
PL,1982-08,0.008626
PL,1982-09,0.008652
PL,1982-10,0.008711
PL,1982-11,0.008781
PL,1982-12,0.008645
PL,1983-01,0.008504000000000001
PL,1983-02,0.008615000000000001
PL,1983-03,0.008603
PL,1983-04,0.008665
PL,1983-05,0.008676
PL,1983-06,0.008782
PL,1983-07,0.009526999999999999
PL,1983-08,0.009668000000000001
PL,1983-09,0.009696999999999999
PL,1983-10,0.009636
PL,1983-11,0.009689
PL,1983-12,0.009798000000000001
PL,1984-01,0.009871
PL,1984-02,0.009864
PL,1984-03,0.010889
PL,1984-04,0.010934000000000001
PL,1984-05,0.010619
PL,1984-06,0.011075
PL,1984-07,0.011222
PL,1984-08,0.011322
PL,1984-09,0.012438
PL,1984-10,0.01259
PL,1984-11,0.012459999999999999
PL,1984-12,0.012604
PL,1985-01,0.013884
PL,1985-02,0.014011000000000001
PL,1985-03,0.014098
PL,1985-04,0.013706
PL,1985-05,0.013684
PL,1985-06,0.015851
PL,1985-07,0.015665000000000002
PL,1985-08,0.015353
PL,1985-09,0.015441
PL,1985-10,0.015073
PL,1985-11,0.014984
PL,1985-12,0.014819999999999998
PL,1986-01,0.014716
PL,1986-02,0.016962
PL,1986-03,0.016583
PL,1986-04,0.016752
PL,1986-05,0.016408000000000002
PL,1986-06,0.016555
PL,1986-07,0.016398
PL,1986-08,0.016178
PL,1986-09,0.020003
PL,1986-10,0.019898
PL,1986-11,0.019998
PL,1986-12,0.019893
PL,1987-01,0.019601
PL,1987-02,0.023966
PL,1987-03,0.024053
PL,1987-04,0.024368
PL,1987-05,0.024957
PL,1987-06,0.025619
PL,1987-07,0.026383999999999998
PL,1987-08,0.02773
PL,1987-09,0.028929000000000003
PL,1987-10,0.029725
PL,1987-11,0.031
PL,1987-12,0.031767000000000004
PL,1988-01,0.031584
PL,1988-02,0.038238999999999995
PL,1988-03,0.038571
PL,1988-04,0.039767000000000004
PL,1988-05,0.040751
PL,1988-06,0.042980000000000004
PL,1988-07,0.044967
PL,1988-08,0.045645
PL,1988-09,0.046961
PL,1988-10,0.048216
PL,1988-11,0.0491
PL,1988-12,0.049874
PL,1989-01,0.050584
PL,1989-02,0.052591
PL,1989-03,0.056617999999999995
PL,1989-04,0.063128
PL,1989-05,0.07462
PL,1989-06,0.084873
PL,1989-07,0.083617
PL,1989-08,0.09879600000000001
PL,1989-09,0.133954
PL,1989-10,0.197025
PL,1989-11,0.307667
PL,1989-12,0.5235479999999999
PL,1990-01,0.949999988
PL,1990-02,0.949999988
PL,1990-03,0.949999988
PL,1990-04,0.949999988
PL,1990-05,0.949999988
PL,1990-06,0.949999988
PL,1990-07,0.949999988
PL,1990-08,0.949999988
PL,1990-09,0.949999988
PL,1990-10,0.949999988
PL,1990-11,0.949999988
PL,1990-12,0.949999988
PL,1991-01,0.949999988
PL,1991-02,0.949999988
PL,1991-03,0.949999988
PL,1991-04,0.949999988
PL,1991-05,1.02769523290476
PL,1991-06,1.14036500455
PL,1991-07,1.14516086682609
PL,1991-08,1.13008094404762
PL,1991-09,1.115552397
PL,1991-10,1.1157739058695701
PL,1991-11,1.1098
PL,1991-12,1.10846000905
PL,1992-01,1.12571306334783
PL,1992-02,1.18461499815
PL,1992-03,1.3443136377272702
PL,1992-04,1.36155238038095
PL,1992-05,1.3696299969499999
PL,1992-06,1.3699333269999998
PL,1992-07,1.35202608408696
PL,1992-08,1.35833808352381
PL,1992-09,1.38308183177273
PL,1992-10,1.4365999969999999
PL,1992-11,1.5230199992
PL,1992-12,1.54541817031818
PL,1993-01,1.5884190457142902
PL,1993-02,1.6326099991999998
PL,1993-03,1.6615347810869598
PL,1993-04,1.6547476167619
PL,1993-05,1.68240500685
PL,1993-06,1.73602855771429
PL,1993-07,1.8006545467272699
PL,1993-08,1.85057726772727
PL,1993-09,1.9654636329090902
PL,1993-10,2.0060000022381
PL,1993-11,2.07596498725
PL,1993-12,2.10816085856522
PL,1994-01,2.15963807571429
PL,1994-02,2.19181498295
PL,1994-03,2.20052173865217
PL,1994-04,2.24064500335
PL,1994-05,2.24948502765
PL,1994-06,2.26220951771429
PL,1994-07,2.25502382
PL,1994-08,2.2878818295
PL,1994-09,2.311440923
PL,1994-10,2.31751499175
PL,1994-11,2.3659850002000002
PL,1994-12,2.43110954195238
PL,1995-01,2.43335452940909
PL,1995-02,2.4434200166999998
PL,1995-03,2.393343459
PL,1995-04,2.39231051894737
PL,1995-05,2.38988947873684
PL,1995-06,2.34459521661905
PL,1995-07,2.36635713347619
PL,1995-08,2.44083334152381
PL,1995-09,2.4623809542381
PL,1995-10,2.4442045473636402
PL,1995-11,2.4742857047619
PL,1995-12,2.5153947252631603
PL,1996-01,2.5098043627826097
PL,1996-02,2.54371427352381
PL,1996-03,2.575666666
PL,1996-04,2.62180955066667
PL,1996-05,2.67464284709524
PL,1996-06,2.7130000354500003
PL,1996-07,2.71695655326087
PL,1996-08,2.7268181818181803
PL,1996-09,2.7733333333333303
PL,1996-10,2.81695652173913
PL,1996-11,2.81428571428571
PL,1996-12,2.859
PL,1997-01,2.92727272727273
PL,1997-02,3.0260000000000002
PL,1997-03,3.07809523809524
PL,1997-04,3.1185714285714305
PL,1997-05,3.173
PL,1997-06,3.23428571428571
PL,1997-07,3.3886956521739102
PL,1997-08,3.4795
PL,1997-09,3.45571428571429
PL,1997-10,3.42130434782609
PL,1997-11,3.4878947368421103
PL,1997-12,3.532
PL,1998-01,3.53190476190476
PL,1998-02,3.5355
PL,1998-03,3.45909090909091
PL,1998-04,3.42
PL,1998-05,3.415
PL,1998-06,3.4763636363636405
PL,1998-07,3.45991304347826
PL,1998-08,3.5676190476190497
PL,1998-09,3.6095454545454504
PL,1998-10,3.49909090909091
PL,1998-11,3.44619047619048
PL,1998-12,3.4836363636363594
PL,1999-01,3.5285
PL,1999-02,3.781
PL,1999-03,3.94130434782609
PL,1999-04,3.9925
PL,1999-05,3.93571428571429
PL,1999-06,3.9463636363636403
PL,1999-07,3.88590909090909
PL,1999-08,3.9504545454545497
PL,1999-09,4.07590909090909
PL,1999-10,4.109047619047621
PL,1999-11,4.251428571428569
PL,1999-12,4.17428571428571
PL,2000-01,4.1035
PL,2000-02,4.15047619047619
PL,2000-03,4.090434782608701
PL,2000-04,4.23
PL,2000-05,4.49304347826087
PL,2000-06,4.39136363636364
PL,2000-07,4.314047619047621
PL,2000-08,4.3543478260869595
PL,2000-09,4.4875
PL,2000-10,4.63818181818182
PL,2000-11,4.56318181818182
PL,2000-12,4.332
PL,2001-01,4.11545454545455
PL,2001-02,4.0915
PL,2001-03,4.05954545454545
PL,2001-04,4.025
PL,2001-05,3.98304347826087
PL,2001-06,3.9700714285714302
PL,2001-07,4.1977272727272705
PL,2001-08,4.250434782608701
PL,2001-09,4.22
PL,2001-10,4.13739130434783
PL,2001-11,4.09454545454545
PL,2001-12,4.02166666666667
PL,2002-01,4.06272727272727
PL,2002-02,4.1915
PL,2002-03,4.14
PL,2002-04,4.06363636363636
PL,2002-05,4.04478260869565
PL,2002-06,4.0280000000000005
PL,2002-07,4.11521739130435
PL,2002-08,4.1772727272727295
PL,2002-09,4.15
PL,2002-10,4.12521739130435
PL,2002-11,3.9542857142857097
PL,2002-12,3.9268421052631597
PL,2003-01,3.83045454545455
PL,2003-02,3.8645
PL,2003-03,4.00904761904762
PL,2003-04,3.96181818181818
PL,2003-05,3.74318181818182
PL,2003-06,3.8014285714285694
PL,2003-07,3.89782608695652
PL,2003-08,3.91190476190476
PL,2003-09,3.975
PL,2003-10,3.9195652173912996
PL,2003-11,3.9505
PL,2003-12,3.7957142857142903
PL,2004-01,3.7247619047618996
PL,2004-02,3.8325
PL,2004-03,3.88304347826087
PL,2004-04,3.96227272727273
PL,2004-05,3.93285714285714
PL,2004-06,3.77772727272727
PL,2004-07,3.6436363636363596
PL,2004-08,3.63318181818182
PL,2004-09,3.5836363636363595
PL,2004-10,3.46
PL,2004-11,3.2859090909090902
PL,2004-12,3.09086956521739
PL,2005-01,3.1023809523809502
PL,2005-02,3.0675
PL,2005-03,3.0504347826087006
PL,2005-04,3.2052380952381
PL,2005-05,3.29409090909091
PL,2005-06,3.3395454545454504
PL,2005-07,3.40380952380952
PL,2005-08,3.28608695652174
PL,2005-09,3.1954545454545498
PL,2005-10,3.2623809523809504
PL,2005-11,3.3638181818181803
PL,2005-12,3.2376363636363594
PL,2006-01,3.15268181818182
PL,2006-02,3.17915
PL,2006-03,3.2265652173912995
PL,2006-04,3.19325
PL,2006-05,3.04869565217391
PL,2006-06,3.18304545454545
PL,2006-07,3.1447619047618995
PL,2006-08,3.05047826086957
PL,2006-09,3.11790476190476
PL,2006-10,3.08781818181818
PL,2006-11,2.96654545454545
PL,2006-12,2.89080952380952
PL,2007-01,2.98517391304348
PL,2007-02,2.97735
PL,2007-03,2.93068181818182
PL,2007-04,2.82309523809524
PL,2007-05,2.79904347826087
PL,2007-06,2.83395238095238
PL,2007-07,2.7473636363636404
PL,2007-08,2.79913043478261
PL,2007-09,2.72395
PL,2007-10,2.6030869565217403
PL,2007-11,2.48786363636364
PL,2007-12,2.47265
PL,2008-01,2.4524782608695697
PL,2008-02,2.4255238095238103
PL,2008-03,2.27847619047619
PL,2008-04,2.18586363636364
PL,2008-05,2.18872727272727
PL,2008-06,2.17042857142857
PL,2008-07,2.06691304347826
PL,2008-08,2.20038095238095
PL,2008-09,2.34813636363636
PL,2008-10,2.6985652173912995
PL,2008-11,2.9341
PL,2008-12,2.97145
PL,2009-01,3.2212
PL,2009-02,3.6327
PL,2009-03,3.5399090909090902
PL,2009-04,3.33422727272727
PL,2009-05,3.2264285714285696
PL,2009-06,3.2136136363636405
PL,2009-07,3.04652173913043
PL,2009-08,2.8903333333333303
PL,2009-09,2.8518181818181803
PL,2009-10,2.8420454545454503
PL,2009-11,2.7898571428571404
PL,2009-12,2.841
PL,2010-01,2.84480952380952
PL,2010-02,2.93005
PL,2010-03,2.8636086956521702
PL,2010-04,2.8925
PL,2010-05,3.23290476190476
PL,2010-06,3.3567272727272703
PL,2010-07,3.18704545454545
PL,2010-08,3.08768181818182
PL,2010-09,3.0148363636363595
PL,2010-10,2.8433809523809503
PL,2010-11,2.90022727272727
PL,2010-12,3.0203913043478297
PL,2011-01,2.90619047619048
PL,2011-02,2.873
PL,2011-03,2.86352173913043
PL,2011-04,2.74109523809524
PL,2011-05,2.75059090909091
PL,2011-06,2.7525
PL,2011-07,2.7925238095238103
PL,2011-08,2.87582608695652
PL,2011-09,3.15154545454545
PL,2011-10,3.17111428571429
PL,2011-11,3.26568181818182
PL,2011-12,3.4016363636363596
PL,2012-01,3.3865
PL,2012-02,3.155
PL,2012-03,3.128
PL,2012-04,3.1705714285714306
PL,2012-05,3.35786956521739
PL,2012-06,3.4236190476190496
PL,2012-07,3.4052727272727297
PL,2012-08,3.2939999999999996
PL,2012-09,3.20555
PL,2012-10,3.16313043478261
PL,2012-11,3.21681818181818
PL,2012-12,3.1157619047618996
PL,2013-01,3.10847826086957
PL,2013-02,3.1218
PL,2013-03,3.2083809523809506
PL,2013-04,3.17486363636364
PL,2013-05,3.2215714285714303
PL,2013-06,3.2461599999999997
PL,2013-07,3.26985217391304
PL,2013-08,3.17650909090909
PL,2013-09,3.17369047619048
PL,2013-10,3.07245217391304
PL,2013-11,3.1014619047618996
PL,2013-12,3.04815
PL,2014-01,3.0655130434782603
PL,2014-02,3.0571900000000003
PL,2014-03,3.0394571428571404
PL,2014-04,3.0297636363636404
PL,2014-05,3.0420409090909097
PL,2014-06,3.0435809523809505
PL,2014-07,3.0597391304347794
PL,2014-08,3.14685238095238
PL,2014-09,3.24565909090909
PL,2014-10,3.3169217391304304
PL,2014-11,3.3774550000000003
PL,2014-12,3.42701739130435
PL,2015-01,3.67282272727273
PL,2015-02,3.677865
PL,2015-03,3.8120136363636403
PL,2015-04,3.73360909090909
PL,2015-05,3.65617619047619
PL,2015-06,3.71228181818182
PL,2015-07,3.77492173913043
PL,2015-08,3.7667
PL,2015-09,3.75390909090909
PL,2015-10,3.78115454545455
PL,2015-11,3.95895238095238
PL,2015-12,3.9424478260869598
PL,2016-01,4.04776666666667
PL,2016-02,3.96300952380952
PL,2016-03,3.86500434782609
PL,2016-04,3.7994619047618996
PL,2016-05,3.8976363636363596
PL,2016-06,3.9150681818181803
PL,2016-07,3.97570952380952
PL,2016-08,3.83906956521739
PL,2016-09,3.8556863636363596
PL,2016-10,3.9060285714285694
PL,2016-11,4.06078181818182
PL,2016-12,4.20407272727273
PL,2017-01,4.11659090909091
PL,2017-02,4.04991
PL,2017-03,4.015060869565221
PL,2017-04,3.957725
PL,2017-05,3.8067652173912996
PL,2017-06,3.7472727272727298
PL,2017-07,3.68220476190476
PL,2017-08,3.6108347826087006
PL,2017-09,3.58360952380952
PL,2017-10,3.6281863636363596
PL,2017-11,3.60305
PL,2017-12,3.5507285714285697
PL,2018-01,3.41768695652174
PL,2018-02,3.3713699999999998
PL,2018-03,3.41372272727273
PL,2018-04,3.41609047619048
PL,2018-05,3.62008260869565
PL,2018-06,3.6867809523809503
PL,2018-07,3.70611818181818
PL,2018-08,3.71313043478261
PL,2018-09,3.687845
PL,2018-10,3.74810434782609
PL,2018-11,3.78809090909091
PL,2018-12,3.76777619047619
PL,2019-01,3.76064347826087
PL,2019-02,3.80471
PL,2019-03,3.8014714285714306
PL,2019-04,3.8136045454545497
PL,2019-05,3.8408608695652204
PL,2019-06,3.77941
PL,2019-07,3.79678260869565
PL,2019-08,3.90529090909091
PL,2019-09,3.9548
PL,2019-10,3.89494782608696
PL,2019-11,3.8765476190476202
PL,2019-12,3.84464090909091
PL,2020-01,3.82993043478261
PL,2020-02,3.9211650000000002
PL,2020-03,4.01361363636364
PL,2020-04,4.18051818181818
PL,2020-05,4.16055238095238
PL,2020-06,3.94405
PL,2020-07,3.8862
PL,2020-08,3.72000952380952
PL,2020-09,3.79286818181818
PL,2020-10,3.8607136363636405
PL,2020-11,3.8023428571428597
PL,2020-12,3.68141304347826
PL,2021-01,3.7287666666666697
PL,2021-02,3.71755
PL,2021-03,3.8639391304347797
PL,2021-04,3.81953181818182
PL,2021-05,3.72854761904762
PL,2021-06,3.73626818181818
PL,2021-07,3.86022727272727
PL,2021-08,3.8818954545454503
PL,2021-09,3.8797454545454504
PL,2021-10,3.96004761904762
PL,2021-11,4.06944090909091
PL,2021-12,4.08450869565217
PL,2022-01,4.02114285714286
PL,2022-02,4.013855
PL,2022-03,4.3153652173912995
PL,2022-04,4.29493333333333
PL,2022-05,4.3965
PL,2022-06,4.38909545454545
PL,2022-07,4.6867238095238095
PL,2022-08,4.66044347826087
PL,2022-09,4.7882363636363605
PL,2022-10,4.8894428571428605
PL,2022-11,4.61485
PL,2022-12,4.42237272727273
PL,2023-01,4.35752727272727
PL,2023-02,4.426830000000001
PL,2023-03,4.38365652173913
PL,2023-04,4.233235
PL,2023-05,4.17657391304348
PL,2023-06,4.11970454545455
PL,2023-07,4.01897619047619
PL,2023-08,4.08640869565217
PL,2023-09,4.30334761904762
PL,2023-10,4.27085
PL,2023-11,4.07355
PL,2023-12,3.9695809523809507
PL,2024-01,3.99909565217391
PL,2024-02,4.01033333333333
PL,2024-03,3.9636380952381005
PL,2024-04,4.01002727272727
PL,2024-05,3.9641913043478296
PL,2024-06,4.015255000000001
PL,2024-07,3.94870434782609
PL,2024-08,3.89860909090909
PL,2024-09,3.8510190476190496
PL,2024-10,3.95756956521739
PL,2024-11,4.07840476190476
PL,2024-12,4.07905454545455
PL,2025-01,4.1032652173913
PL,2025-02,4.00884
PL,2025-03,3.87022380952381
PL,2025-04,3.80105
PL,2025-05,3.7698863636363598
PL,2025-06,3.70305714285714
PL,2025-07,3.64047826086957
PL,2025-08,3.6665857142857097
PL,2025-09,3.6291954545454503
