Data Type,Country,Year,Month,HTS Number,Description,General Customs Value
General Customs Value,Malta,2023,6,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",2.258
General Customs Value,Malta,2021,7,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",15.44
General Customs Value,Malta,2022,7,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",12.802
General Customs Value,Malta,2024,7,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",2.015
General Customs Value,Malta,2021,8,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",13.116
General Customs Value,Malta,2022,8,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",12.487
General Customs Value,Malta,2024,8,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",2.298
General Customs Value,Malta,2021,9,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",12.426
General Customs Value,Malta,2022,9,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",11.077
General Customs Value,Malta,2021,10,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",4.883
General Customs Value,Malta,2022,10,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",8.514
General Customs Value,Malta,2020,12,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",24.34
General Customs Value,Malta,2021,12,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), FROZEN",7.538
General Customs Value,Malta,2020,1,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",4.499
General Customs Value,Malta,2021,1,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",4.014
General Customs Value,Malta,2022,1,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",13.534
General Customs Value,Malta,2020,2,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",4.475
General Customs Value,Malta,2021,2,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",10.628
General Customs Value,Malta,2020,3,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",4.769
General Customs Value,Malta,2025,4,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",15.633
General Customs Value,Malta,2021,5,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",10.768
General Customs Value,Malta,2021,8,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",15.966
General Customs Value,Malta,2021,9,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",13.704
General Customs Value,Malta,2021,10,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",4.796
General Customs Value,Malta,2021,11,030487,"TUNA (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), FROZEN",12.677
General Customs Value,Malta,2025,1,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",21.25
General Customs Value,Malta,2024,2,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",31.57
General Customs Value,Malta,2025,2,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",21.722
General Customs Value,Malta,2024,3,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",17.4
General Customs Value,Malta,2024,4,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",19.4
General Customs Value,Malta,2025,4,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",19
General Customs Value,Malta,2024,5,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",18.48
General Customs Value,Malta,2025,5,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",11.13
General Customs Value,Malta,2023,8,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",17.965
General Customs Value,Malta,2024,8,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",26.86
General Customs Value,Malta,2023,9,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",21.53
General Customs Value,Malta,2024,10,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",25.1
General Customs Value,Malta,2024,11,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",20.585
General Customs Value,Malta,2023,12,030819,"SEA CUCUMBERS, EXCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, NESOI",24.94
General Customs Value,Malta,2024,2,080262,"MACADAMIA NUTS, SHELLED, FRESH OR DRIED",57.448
General Customs Value,Malta,2021,9,090190,COFFEE SUBSTITUTES CONTAINING COFFEE; COFFEE HUSKS AND SKINS,32.421
General Customs Value,Malta,2020,9,090210,GREEN TEA (NOT FERMENTED) IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG (6.61 LB.),6.16
General Customs Value,Malta,2025,2,090520,"VANILLA, CRUSHED OR GROUND",10.334
General Customs Value,Malta,2023,1,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.362
General Customs Value,Malta,2024,1,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.778
General Customs Value,Malta,2021,2,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",4.946
General Customs Value,Malta,2022,2,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",7.05
General Customs Value,Malta,2024,2,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.468
General Customs Value,Malta,2025,2,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",4.994
General Customs Value,Malta,2020,3,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.854
General Customs Value,Malta,2021,3,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.775
General Customs Value,Malta,2024,3,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",5.378
General Customs Value,Malta,2025,3,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",5.745
General Customs Value,Malta,2023,4,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",9.813
General Customs Value,Malta,2024,4,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",11.134
General Customs Value,Malta,2024,5,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.251
General Customs Value,Malta,2023,6,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",15.491
General Customs Value,Malta,2020,7,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.652
General Customs Value,Malta,2023,7,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.122
General Customs Value,Malta,2020,8,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",13.692
General Customs Value,Malta,2021,8,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",10.028
General Customs Value,Malta,2024,8,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",18.614
General Customs Value,Malta,2022,9,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",8.214
General Customs Value,Malta,2021,10,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.608
General Customs Value,Malta,2022,10,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.1
General Customs Value,Malta,2023,10,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",24.385
General Customs Value,Malta,2021,11,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.341
General Customs Value,Malta,2023,11,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",23.801
General Customs Value,Malta,2020,12,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",12.192
General Customs Value,Malta,2022,12,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",3.085
General Customs Value,Malta,2023,12,120930,"SEEDS OF HERBACEOUS PLANTS CULTIVATED PRINCIPALLY FOR THEIR FLOWERS, FOR SOWING",2.274
General Customs Value,Malta,2023,4,120991,VEGETABLE SEEDS FOR SOWING,9.09
General Customs Value,Malta,2023,7,120991,VEGETABLE SEEDS FOR SOWING,3.365
General Customs Value,Malta,2023,8,120991,VEGETABLE SEEDS FOR SOWING,9.179
General Customs Value,Malta,2024,11,120991,VEGETABLE SEEDS FOR SOWING,4.934
General Customs Value,Malta,2021,3,120999,"SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING, NESOI",2.341
General Customs Value,Malta,2022,5,121221,"SEAWEEDS AND OTHER ALGAE, FIT FOR HUMAN CONSUMPTION",2.5
General Customs Value,Malta,2022,2,130219,"VEGETABLE SAPS AND EXTRACTS, NESOI",2.737
General Customs Value,Malta,2023,2,130219,"VEGETABLE SAPS AND EXTRACTS, NESOI",8.25
General Customs Value,Malta,2024,11,130219,"VEGETABLE SAPS AND EXTRACTS, NESOI",2.525
General Customs Value,Malta,2025,5,190120,"MIXES AND DOUGHS FOR THE PREPARATION OF BREAD, PASTRY, CAKES, BISCUITS AND OTHER BAKERS' WARES OF HEADING 1905",4.514
General Customs Value,Malta,2021,5,190190,"MALT EXTRACT; FOOD PRODUCTS OF FLOUR, MEAL, ETC. WITH COCOA (IF ANY) UNDER 40% AND MILK OR CREAM PRODUCTS WITH COCOA (IF ANY) UNDER 50%, NESOI",4.8
General Customs Value,Malta,2025,2,190510,CRISPBREAD,3.456
General Customs Value,Malta,2025,3,190510,CRISPBREAD,3.456
General Customs Value,Malta,2021,4,190510,CRISPBREAD,3.024
General Customs Value,Malta,2022,4,190510,CRISPBREAD,2.04
General Customs Value,Malta,2020,5,190510,CRISPBREAD,2.232
General Customs Value,Malta,2021,7,190510,CRISPBREAD,3.024
General Customs Value,Malta,2020,9,190510,CRISPBREAD,2.16
General Customs Value,Malta,2023,9,190510,CRISPBREAD,2.592
General Customs Value,Malta,2022,11,190510,CRISPBREAD,4.147
General Customs Value,Malta,2021,8,190540,"RUSKS, TOASTED BREAD AND SIMILAR TOASTED PRODUCTS",8.94
General Customs Value,Malta,2021,8,190590,"BREAD, PASTRY, CAKES, BISCUITS AND SIMILAR BAKED PRODUCTS, NESOI, AND PUDDINGS, WHETHER OR NOT CONTAINING CHOCOLATE, FRUIT, NUTS OR CONFECTIONARY",4.39
General Customs Value,Malta,2025,2,210230,"BAKING POWDERS, PREPARED",9.85
General Customs Value,Malta,2022,10,210390,"SAUCES AND PREPARATIONS THEREFOR, NESOI; MIXED CONDIMENTS AND MIXED SEASONINGS",21.887
General Customs Value,Malta,2021,1,210690,FOOD PREPARATIONS NESOI,19.91
General Customs Value,Malta,2020,2,210690,FOOD PREPARATIONS NESOI,6.362
General Customs Value,Malta,2021,2,210690,FOOD PREPARATIONS NESOI,6.055
General Customs Value,Malta,2022,2,210690,FOOD PREPARATIONS NESOI,33.651
General Customs Value,Malta,2025,2,210690,FOOD PREPARATIONS NESOI,79.531
General Customs Value,Malta,2020,3,210690,FOOD PREPARATIONS NESOI,21.025
General Customs Value,Malta,2021,3,210690,FOOD PREPARATIONS NESOI,8.795
General Customs Value,Malta,2022,3,210690,FOOD PREPARATIONS NESOI,54.775
General Customs Value,Malta,2020,4,210690,FOOD PREPARATIONS NESOI,2.171
General Customs Value,Malta,2021,4,210690,FOOD PREPARATIONS NESOI,4.645
General Customs Value,Malta,2022,4,210690,FOOD PREPARATIONS NESOI,2.139
General Customs Value,Malta,2023,4,210690,FOOD PREPARATIONS NESOI,3.604
General Customs Value,Malta,2025,4,210690,FOOD PREPARATIONS NESOI,16.111
General Customs Value,Malta,2021,5,210690,FOOD PREPARATIONS NESOI,34.301
General Customs Value,Malta,2021,7,210690,FOOD PREPARATIONS NESOI,17.594
General Customs Value,Malta,2023,7,210690,FOOD PREPARATIONS NESOI,6.972
General Customs Value,Malta,2024,7,210690,FOOD PREPARATIONS NESOI,5.422
General Customs Value,Malta,2021,8,210690,FOOD PREPARATIONS NESOI,3.048
General Customs Value,Malta,2023,8,210690,FOOD PREPARATIONS NESOI,3.627
General Customs Value,Malta,2020,9,210690,FOOD PREPARATIONS NESOI,5.969
General Customs Value,Malta,2021,10,210690,FOOD PREPARATIONS NESOI,6.56
General Customs Value,Malta,2020,11,210690,FOOD PREPARATIONS NESOI,7.321
General Customs Value,Malta,2021,12,210690,FOOD PREPARATIONS NESOI,18.521
General Customs Value,Malta,2024,12,210690,FOOD PREPARATIONS NESOI,6.221
General Customs Value,Malta,2022,4,220870,LIQUEURS AND CORDIALS,127.66
General Customs Value,Malta,2022,7,230690,"OILCAKE AND OTHER SOLID RESIDUES RESULTING FROM THE EXTRACTION OF VEGETABLE FATS AND OILS, NESOI, WHETHER OR NOT GROUND OR IN PELLETS",3.665
General Customs Value,Malta,2023,10,230690,"OILCAKE AND OTHER SOLID RESIDUES RESULTING FROM THE EXTRACTION OF VEGETABLE FATS AND OILS, NESOI, WHETHER OR NOT GROUND OR IN PELLETS",27.859
General Customs Value,Malta,2021,11,230690,"OILCAKE AND OTHER SOLID RESIDUES RESULTING FROM THE EXTRACTION OF VEGETABLE FATS AND OILS, NESOI, WHETHER OR NOT GROUND OR IN PELLETS",12.258
General Customs Value,Malta,2022,1,252329,"PORTLAND CEMENT, EXCEPT WHITE PORTLAND CEMENT",1357.554
General Customs Value,Malta,2023,11,260200,"MANGANESE ORES AND CONCENTRATES, INCLUDING FERRUGINOUS MANGANESE ORES AND CONCENTRATES WITH A MANGANESE CONTENT OF 20% OR MORE, BASED ON DRY WEIGHT",3.281
General Customs Value,Malta,2021,3,262190,"ASH AND SLAG, INCLUDING SEAWEED ASH (KELP), NESOI",524.88
General Customs Value,Malta,2020,6,262190,"ASH AND SLAG, INCLUDING SEAWEED ASH (KELP), NESOI",424.706
General Customs Value,Malta,2020,10,262190,"ASH AND SLAG, INCLUDING SEAWEED ASH (KELP), NESOI",692.16
General Customs Value,Malta,2020,12,262190,"ASH AND SLAG, INCLUDING SEAWEED ASH (KELP), NESOI",760
General Customs Value,Malta,2023,5,271012,"LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY WEIGHT PETROLEUM OILS OR OILS FROM BITUMINOUS MINERALS, NOT CONTAINING BIODIESEL, NOT WASTE OILS",825.778
General Customs Value,Malta,2023,6,271012,"LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY WEIGHT PETROLEUM OILS OR OILS FROM BITUMINOUS MINERALS, NOT CONTAINING BIODIESEL, NOT WASTE OILS",9514.645
General Customs Value,Malta,2020,2,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTHER THAN CRUDE) & PRODUCTS CONTAINING BY WEIGHT GT=70% OR MORE OF THESE OILS, NOT BIODIESEL OR WASTE",50.272
General Customs Value,Malta,2023,3,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTHER THAN CRUDE) & PRODUCTS CONTAINING BY WEIGHT GT=70% OR MORE OF THESE OILS, NOT BIODIESEL OR WASTE",57.349
General Customs Value,Malta,2020,2,271099,"WASTE OILS, NESOI",3.137
General Customs Value,Malta,2022,3,271099,"WASTE OILS, NESOI",8.548
General Customs Value,Malta,2020,4,271099,"WASTE OILS, NESOI",4.052
General Customs Value,Malta,2021,5,271099,"WASTE OILS, NESOI",7.536
General Customs Value,Malta,2021,6,271099,"WASTE OILS, NESOI",9.341
General Customs Value,Malta,2022,6,271099,"WASTE OILS, NESOI",5.197
General Customs Value,Malta,2020,7,271099,"WASTE OILS, NESOI",7.451
General Customs Value,Malta,2021,7,271099,"WASTE OILS, NESOI",8.641
General Customs Value,Malta,2020,8,271099,"WASTE OILS, NESOI",21.568
General Customs Value,Malta,2021,8,271099,"WASTE OILS, NESOI",11.282
General Customs Value,Malta,2021,9,271099,"WASTE OILS, NESOI",7.992
General Customs Value,Malta,2021,11,271099,"WASTE OILS, NESOI",6.064
General Customs Value,Malta,2022,11,271099,"WASTE OILS, NESOI",4.614
General Customs Value,Malta,2020,11,271112,"PROPANE, LIQUEFIED",10.35
General Customs Value,Malta,2023,2,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",277.824
General Customs Value,Malta,2023,3,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",495.48
General Customs Value,Malta,2023,4,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",393.6
General Customs Value,Malta,2024,4,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",49.41
General Customs Value,Malta,2023,5,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",196.8
General Customs Value,Malta,2024,5,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",818.002
General Customs Value,Malta,2023,6,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",98.4
General Customs Value,Malta,2024,6,281129,"INORGANIC OXYGEN COMPOUNDS OF NONMETALS, NESOI",156.872
General Customs Value,Malta,2020,8,282739,"CHLORIDES, NESOI",3.532
General Customs Value,Malta,2020,1,282760,IODIDES AND IODIDE OXIDES,2.178
General Customs Value,Malta,2021,2,282760,IODIDES AND IODIDE OXIDES,4.335
General Customs Value,Malta,2024,2,282760,IODIDES AND IODIDE OXIDES,2.092
General Customs Value,Malta,2020,3,282760,IODIDES AND IODIDE OXIDES,4.168
General Customs Value,Malta,2021,3,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2022,3,282760,IODIDES AND IODIDE OXIDES,2.148
General Customs Value,Malta,2024,3,282760,IODIDES AND IODIDE OXIDES,2.375
General Customs Value,Malta,2020,4,282760,IODIDES AND IODIDE OXIDES,2.087
General Customs Value,Malta,2021,4,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2024,4,282760,IODIDES AND IODIDE OXIDES,2.375
General Customs Value,Malta,2021,5,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2020,6,282760,IODIDES AND IODIDE OXIDES,2.084
General Customs Value,Malta,2021,6,282760,IODIDES AND IODIDE OXIDES,4.516
General Customs Value,Malta,2021,7,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2024,7,282760,IODIDES AND IODIDE OXIDES,4.75
General Customs Value,Malta,2020,8,282760,IODIDES AND IODIDE OXIDES,2.084
General Customs Value,Malta,2021,8,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2024,8,282760,IODIDES AND IODIDE OXIDES,2.376
General Customs Value,Malta,2020,9,282760,IODIDES AND IODIDE OXIDES,2.084
General Customs Value,Malta,2021,9,282760,IODIDES AND IODIDE OXIDES,6.756
General Customs Value,Malta,2024,9,282760,IODIDES AND IODIDE OXIDES,2.375
General Customs Value,Malta,2020,10,282760,IODIDES AND IODIDE OXIDES,2.083
General Customs Value,Malta,2021,10,282760,IODIDES AND IODIDE OXIDES,2.252
General Customs Value,Malta,2024,10,282760,IODIDES AND IODIDE OXIDES,2.375
General Customs Value,Malta,2020,11,282760,IODIDES AND IODIDE OXIDES,2.084
General Customs Value,Malta,2020,12,282760,IODIDES AND IODIDE OXIDES,4.167
General Customs Value,Malta,2021,12,282760,IODIDES AND IODIDE OXIDES,4.504
General Customs Value,Malta,2024,12,282760,IODIDES AND IODIDE OXIDES,2.375
General Customs Value,Malta,2023,4,290517,"DODECAN-1-OL (LAURYL ALCOHOL), HEXADECAN-1-OL (CETYL ALCOHOL), AND OCTADECAN-1-OL (STEARYL ALCOHOL)",118.746
General Customs Value,Malta,2021,6,290549,"ACYCLIC POLYHYDRIC ALCOHOLS, NESOI",46.523
General Customs Value,Malta,2021,9,290549,"ACYCLIC POLYHYDRIC ALCOHOLS, NESOI",45.318
General Customs Value,Malta,2023,12,292149,AROMATIC MONOAMINES AND THEIR DERIVATIVES NESOI; SALTS THEREOF,52.5
General Customs Value,Malta,2021,6,292229,"AMINO-NAPHTHOLS AND OTHER AMINO-PHENOLS, THEIR ETHERS AND ESTERS, NOT CONTAINING MORE THAN ONE OXYGEN FUNCTION, AND SALTS THEREOF, NESOI",3.817
General Customs Value,Malta,2021,3,292250,"AMINO-ALCOHOL-PHENOLS, AMINO-ACID-PHENOLS, AND OTHER AMINO COMPOUNDS WITH OXYGEN FUNCTION",5.15
General Customs Value,Malta,2021,7,292250,"AMINO-ALCOHOL-PHENOLS, AMINO-ACID-PHENOLS, AND OTHER AMINO COMPOUNDS WITH OXYGEN FUNCTION",15.2
